text,labels
"Anaemia is a dangerous companion to cancer <p/> General fatigue, weakness, poor concentration, depression, shortness of breath even with slight exertion, palpitations or a pounding sensation in the chest, retention of fluid in the body with the appearance of swelling, poor digestion and circulation all have a common denominator in cancer patients - anaemia. Anaemia, as anaemia may also be called, is not necessarily a consequence of cancer or its treatment, but can also be caused by a number of other, less serious, causes. However, it is often a poor blood count, with a reduced number of red blood cells (erythrocytes), which are responsible for ""transporting"" oxygen around the body to all cells, that can significantly worsen the life of cancer patients. <p/> The problems are particularly evident in blood and haematopoietic cancers, where anaemia ""comes with the territory"" of the disease. In some other cancers, however, anaemia occurs later, as a result of treatment of the cancer with chemotherapy and/or ionising radiation. One form of blood cancer is disseminated plasmacytoma, in which cancerous plasmacytoma cells grow in the red bone marrow of the flat bones, which is also the main site of production of healthy blood cells. ""The cancer cells invade the bone marrow and do not allow the healthy blood cells to develop,"" explains Dr Irena Preložnik Zupan, MD, PhD, a specialist in internal medicine at the Clinical Department of Haematology. <p/> ""When we want to define anaemia more precisely, we usually use the haemoglobin concentration in the blood. According to the World Health Organisation (WHO), we speak of anaemia when the haemoglobin concentration in the blood is below 120 g/L for women and below 130 g/L for men,"" explains Preložnik Zupanova. Anaemia is divided into mild, moderate and severe forms. The former is defined as a haemoglobin concentration of between 100 and 120 g/L, the latter is between 80 and 100 g/L, and below 80 g/L is the severe form of anaemia, which usually causes the most problems, especially if it is rapid onset. <p/> ""In all cancer patients, we also check the basic blood count and anaemia is virtually impossible to miss. Often, however, the milder form of anaemia in cancer patients is somewhat neglected, but the patient's well-being and quality of life can be significantly impaired as a result. The patient is already experiencing fatigue, feeling unwell, unable to do everyday things, intimacy with a partner is impaired, unable to participate in family responsibilities, etc. All these symptoms can be present even in mild forms of anaemia,"" she warns. <p/> The causes of anaemia in cancer patients can be divided into three groups: <p/> (1) related to the cancer, where there is significant bone marrow involvement, <p/> (2) due to the treatment of the cancer with chemotherapy and/or radiation, as well as surgery, which can lead to blood loss, <p/> (3) and (4) a third group of causes can be associated diseases that the cancer patient has and, of course, also have an additional impact on the anaemia. <p/> ""If the heart is failing, we have poor blood circulation, if the lungs are diseased, there is insufficient oxygen supply, if the kidneys are not functioning well, toxic substances accumulate in the body and the organism is weakened,"" says Preložnik Zupanova. <p/> ""Cancer-related fatigue is a common phenomenon - a strange, constant feeling of general, severe tiredness, listlessness and helplessness, which cancer patients themselves attach much more importance to than doctors,"" explains Preložnik Zupanova, explaining the difference between the patient's and the doctor's perception of the problem. ""Also very important are the data showing the reduced success of cancer treatment in anaemic patients and the reduced survival of these patients compared to non-anaemic patients, irrespective of the type of cancer. "" <p/> And how common is anaemia in cancer patients? <p/> ""Based on the large 2001-2002 European Cancer Anemia Survey (ECAS) study of around 15,000 cancer patients, which looked at the incidence, prevalence and treatment of anaemia, anaemia was present in an average of 40% of patients at the time of enrolment, and in disseminated plasmacytoma, anaemia was present in two-thirds of patients at diagnosis. With cancer treatment, anaemia occurred in a further 30%"", says Preložnik Zupanova. <p/> Anaemia in cancer patients can be treated in several ways, depending on the cause. ""If a patient has severe problems due to anaemia, in terms of dyspnoea (breathing difficulties) or chest pain (a sign of ischaemic heart disease), we need to intervene with transfusions of concentrated red blood cells, which have an immediate effect. Usually these are patients with a severe degree of anaemia, haemoglobin concentration below 80 g/L. However, problems may occur earlier if the patient has associated heart or lung disease. Transfusion is also needed in patients who are actively bleeding due to cancer or if a previous attempt at erythropoietin treatment has been ineffective. In patients with mild and moderate anaemia, however, we prefer to treat with recombinant erythropoietins. The disadvantage is that it takes time for the haemoglobin concentration to rise, but it certainly avoids many of the disadvantages of transfusion,"" explains Zupanova. <p/> ""Studies are still ongoing to determine at which haemoglobin level it is best to start treating the patient, with what doses of erythropoietin and how often. In our hospital, we treat with erythropoietin when the haemoglobin concentration is below 110 g/L and administer it up to a target haemoglobin concentration of 130 g/L. At higher haemoglobin concentrations, side-effects such as thrombosis and arterial hypertension may occur. This in turn may put the patient at risk. ""Erythropoietins have a number of advantages over transfusions. The latter still pose a low risk of transmitting infections, cause iron to accumulate in the body and increase fluid volume. Immune reactions after transfusion can also be dangerous. The patient should receive a transfusion of concentrated erythrocytes in hospital for observation and appropriate management if problems arise. When treated with erythropoietins, these problems are avoided. The drug is usually in syringes for subcutaneous administration. Patients should be followed up regularly every four weeks to see how well the treatment is working. We are usually successful in patients who need the drug temporarily because of chemotherapy,"" explains Preložnik Zupanova. ""If we have a patient with advanced cancer, we mainly opt for transfusions of concentrated erythrocytes, as erythropoietins are ineffective in this case. """,Information/Explanation
"Serbia: First milk checks in mid-2014 <p/> 15.11.2013 <p/> The National Reference Laboratory is expected to carry out its first milk checks in the middle of next year, when the first analyses of raw milk quality will start, the director of the institution, Slavoljub Stanojević, has announced. <p/> He told the Tanjug news agency at the Assembly's agriculture assembly that most of the laboratory equipment had already been purchased and the process of preparing for the opening of the laboratory had taken 10 years - since 2003. <p/> Stanojevic pointed out that the National Reference Laboratory for Food, Feed and Milk Safety Control will be part of the existing network of laboratories in Serbia. He said that these are prestigious, internationally recognised and well-equipped state laboratories as well as private laboratories. <He added that there is also a milk quality laboratory in Novi Sad, and concluded by pointing out that there are 430,000 dairy cows on 200,000 farms in Serbia, which makes it quite difficult to obtain samples. <p/> The two laboratories will work on a territorial basis, with mutual assistance.",News
"Housing loans for young people <p/> How can young people get a housing loan from a bank? <p/> Interesting survey and survey result. We publish an overview of banks' offers for home loans (source: Finance.si). Either way, the problem with young people is to pledge personal assets that they do not have at these ages. Hranilnica Lon has the lowest effective interest rate and Raiffeisen banka the highest, although it is gradually leaving Slovenia: <p/> - Hranilnica Lon (3.08%) <p/> - and Raiffeisen banka the highest (5.93%). <p/> In addition to all costs, the cost of compulsory accident insurance must be taken into account, which ranges from €250 to €600. Hranilnica Lon and Poštna banka Slovenije have the lowest costs.",Promotion
"Stubbornness <p/> You will determine whether you have strong-willed or stubborn children. You will find guidance for both. For pre-school, school age and also for teenagers. You will learn about the importance of the structure of the home and the purposeful use of certain educational approaches, what can be changed and what will have to be accepted and regulated in the long term. There are concrete instructions on how to deal with critical situations and how to prevent them. Instead of worry, anger and helplessness, you will feel hope and pride. <p/> Description <p/> Release date: 23.08.2019 <p/> Recommended articles <p/> https://etrgovina.pipinova-knjiga.si/prirocniki/vzgoja-in-izobrazevanje1/i_528_iskreno-o-vzgoji-in-najstnikih Home / Handbooks / Education",Promotion
"3rd round of voting for the 2012 Narodnjak e-Vizja! <p/> 05.11.2012, 21:14 | www.narodnjak.si <p/> The second round of voting for the Narodnjak's e-Vision 2012 is over and the third round of voting is about to start, where you will be able to cast your vote again for the six resources that will compete for the final. The first round was won by the Tomaž Rota Ensemble, with the second place going to the Nemir Ensemble. <p/> COMMENT. Nemir will have one more chance in the second place in the penultimate round. <p/> In the third round, which takes place from 5 November to 12 November, you will be able to vote for the following artists and videos. Hočevar, T. Hočevar) Ensemble Vrh - New Horizons (D. Starc, M. Vrh, ans. Vrh) Ensemble Glas - This Full Moon (A. Skaza, M. Vrh, A. Skaza) Ensemble Petan - Story of Love (D. Hočevar, T. Hočevar) Ensemble Glas - This Full Moon (A. Skaza, M. Vrh, A. Skaza) Ensemble Petan - Story of Love (D. Hočevar, T. Hočevar, T. Hočevar) Petan, I. Petan, D. Petan) Ensemble Gama - When love pours into tears (P. Fink, M. Vrh, P. Fink) Boys from under the Fox - Now or never (A. Černelč, V. Šolinc, A. Černelč) <p/> The selection will consist of 10 regular rounds, followed by a penultimate round of second-placed entries, from which 5 will be selected for the last, final round. In the final round, which will last for 10 days, 15 entries will compete for the coveted title of Narodnjak's e-Vizja. 62 performers have entered with their own vizias, including two soloists. The latter will be in the penultimate and final rounds, which means that seven will take part in the last two rounds and six in the others.",News
"Why did we lose the island? Because politics has defeated the judicial branch of government <p/> Since this year, the island of Bled has also been a symbol of the church's insatiability. It is a symbol of the complot between the church and a part of politics. It is a symbol of the weak authority of the Slovenian courts. This year, the island was finally donated to the church. But the church, as the court also found, got it illegally! <p/> How? Initially, two Slovenian courts, the Constitutional Court and the Supreme Court, ruled that the island and its commercial real estate belonged to the state, while the church on the island was given to the parish of Bled. But the RCC wanted it all, so the first government of Janez Janša came to its rescue, donating the island and its real estate to the church. The legal proceedings were restarted and came to a tragicomic conclusion. There were two proceedings in which the court should have annulled the gift contract. But the first one fell through because the first judge said that the state should have sued the Archdiocese of Ljubljana as well as the parish of Bled. And when the state sued both in the second, the second judge said that the state should sue only the parish. <p/> Since the ""superminister"" Žiga Turk did not appeal the decision, the real estate on the island became the property of the church and the island became the property of the church. But illegally. The court wrote that ""the evidence taken in the proceedings shows that there has been an impermissible traffic in real estate"" and that the church should not have been allowed to take ownership of the properties, which were exempted from traffic under the Cultural Heritage Protection Act. ""This prohibition is absolute, it is a coercive regulation"" <p/> The Bled Island case shows very clearly how weak and God-fearing the Slovenian courts are, and how strong the church and the politicians beholden to it are at the same time.",Opinion/Argumentation
"Description: Pollutants from road traffic are one of the main sources of PM10 concentrations in urban areas and have a negative impact on human health. In this thesis, we discuss the correlations between ambient air quality with PM10 and traffic data from automatic counting sites in Maribor. According to our findings, there are no correlations between these parameters, so we decided to set up a new monitoring site in the centre of Maribor. The new monitoring site will give us a more sophisticated measurement network in MOM, better information on air quality in the city centre and the possibility to better identify the relationship between traffic and PM10 concentrations. Found in: keywords Summary of found:... Pollutants from road traffic are one of the main... Keywords: traffic, Maribor, pollutants, PM10 Published: 27.09.2011 Views: 719 Downloads: 73 Full text (20,99 MB)",Research Article
"A BLUE PICTURE FROM 1968 <p/> DADS IN THE COURT <p/> The clock was already close to 00 when I was watching a film in the kitchen. Occasionally I heard a noise in the yard. It was in the form of some sort of shuffling, of harder objects in a crate or in a sack. It was getting more and more intense, it was pulling my firbec to lift my ass off the bench. At first I was eavesdropping by the balcony door in the dark. Then I tiptoed out onto the balcony and hid behind the longest parts of the yawn that was drying. <p/>The shifting stopped periodically as if eavesdropping on me. It was clear to me that someone was in the shuppa where it was as dark as a tunnel. The night was also dark. My vivid imagination had sketched the robber to perfection, poking at the punks. What should I do? I'm not going down there. <p/> I slowly open the balcony door again and explain to the hinges that they wouldn't dare to make any treacherous noises. And towards the living room, to my son who was at the computer, I call psssss psssss psssss psssss. I hinted as quietly as I could to my son that there was a thief in the yard. I couldn't hear myself very well, because I was talking so quietly, expecting my son to hear me. When I had talked him out of it, he came out onto the balcony. <p/> Now we were both eavesdropping on the robber. I confess that the trousers of my tracksuit were shivering. I can't imagine what a scream I would have let out if something had, um... <p/> You wait here, says my son. I was so hard with fear that I didn't know whether he was going to wake up Father Key. Or was I going to face the robber who was still robbing. I kept my eyes on the yard, so I wouldn't miss anything, so I would turn on the light at the right time, so I would shout at the right time,... I thought about what I would have to do. <p/> I see something white in the open. I was shocked at first. I couldn't believe it, but it was what I was seeing. It just popped into my head. What I saw were the underpants of my father. All the other bare skin merged with the darkness. Bravely, that's what, the barefoot went towards the shupi. My son and I looked at each other. I thought I would put my fist in my mouth if I had to, because at this time I couldn't afford to let out an animal scream. <p/> Finally, the brave ata shone his torch towards the point from where the thieving rattling was coming. Out comes a cat. <p/> A PALE PICTURE FROM 1968 <p/> Today I guess it must have been 68 when I assess Marjetka's age and what she remembered most. I compare her with my children when they were her age. I must remember to be more lenient with her, because I know that she and her mother lived on the margins of society and that affected everyone. They were brought so far by Mariette's father, who was dominated and ruled by alcohol until it drove him to his grave. It was not difficult to clear out the fridge and the wardrobes of clothes, slippers and shoes because there was still enough empty space. Mum did her best, but it was still small and tiny. My place is different today, better, but in the flood of everything in the shops, it gets lost in the lack of space. <p/> Marjetka already knew how to walk and didn't know where she and her mother were going until they entered through the entrance into a narrow hall, with tables covered with tablecloths and children, and Santa Claus sitting at the front. She might have heard of him, but this was the first time she had seen him. White-cell lanterns hung from the ceiling, filling the room with a yellow glow. I don't know how she managed to reach for the bag, which contained a pair of one-fingered gloves in sky-blue, with a white furry border at the wrist. She doesn't remember how she found her mother when it was over. But she remembers the warm gloves on her hands when they went home. <p/> Today she would like to know which good fairy gave her the gift of seeing Father Frost for the first time, she still wears those mittens in her heart, and her heart still sits on the little stool at the coffee table, timidly drinking tea from a cup. She would like to visit that aunt or uncle and thank them for their kindness in opening the joy in her heart, which, like a faded mural on the wall in December, breathes in the colours of memory. She worries if she or he would understand how much it would mean to her to see the kindness in her or his eyes and to be told that her mother would not be able to take her and she would be left without the memory of Santa Claus. <p/> EROTIC FANTASIES <p/> The windows were wide open, cooling the cramped room. The curtains with embroidered cranes allowed the presence of the moon to be felt in the room with open mouths. She stopped under the beam. A fluttering inside her body, like the underflutter of a butterfly's wings she had caught while riding a swaying bus. It awakened stocked desire and submerged waves, unexpectedly dug up and stirred. <p/>""Oh, those wooden seats,"" Olla groaned, looking towards the moon and letting her thoughts escape back to the experience of the ride. Pressing down on the hard seat, she felt a volcano awakening from the forest and a star tunnel opening. Each press brought a firmer embrace of warmth. The wood cooled her thighs, which were massaged by the rhythmic rocking, stopping, accelerating. Occasionally she squeezed her thighs, wanting more... Her eyes caught the fading landscape and suddenly she stood up as if the chair was too hot and walked to the door. She got off the bus, which had fewer passengers at each stop. <p/> A strange new feeling seeped into her from the strangers on the other side of the road and who surrounded her in front of the pedestrian crossing. The eye-contact as they passed each other frightened her, lest she betray them. <p/> ""What would I betray? ""to long for. ""But it's not written on my forehead,"" her thoughts argue and protest. <p/> She could hardly wait to step into the hall and cross the wooden stairs. She ran the last ten and rushed for the door as if someone was chasing her. She unlocked and locked it behind her. She hung the bag from her shoulder on the coat rack in the wardrobe. <p/> She went into the room and stood under the moonbeam. They would be alone this evening and night, as the folks back home were still enjoying their vacation when she had to get to work. She blinked and lifted her head to feel the caress. She covered her face with her right hand and stroked her hair from her forehead over the temples and down to the nape of her neck. She touched her cheek and face to the soft part of the raised hand, increasing the pressure of the touch. She stood with her chin resting on her chin. Her left hand, fingers spread, stroked across her stomach to her right hip and back. She was becoming more demanding, encircling now one ample breast and returning to the other. She lifted her head up and offered her neck to the moon beam to caress it. She turned her head to the right and left to receive more moonlight. The fingers of her right hand began to undo the tiny buttons on her white shirt. The blouse landed, on the floor by her bare feet, with her bra on top of it. Her left hand slipped out, the pads sliding slowly, over the hot soft skin of her breast. The nipples tensed, calling out to play the strings of the harp. The awakened strings tensed and waited for the others to play in the sounds of love and acceptance of the naked body. The long hair used up the nakedness of her back and caressed it as she moved her head gently left and right. The pads of her fingers threw away their inhibitions and caressed her body with the lightness of a delicate feather. They freed themselves from the rest of the laundry that had landed on the parquet floor. Pulled the linen sheet from the bed, wrapped and unwrapped herself as her hands danced around her naked body, exposing it to the moon and covering it. The warm skin called out for heat, for shit... She knelt at the foot of the bed and crawled like a cat to the middle. The two breasts danced, and with her right hand she took their weight away and squeezed them to her body. She moved towards the navel and the volcano, waiting impatiently for the eruptions. The star tunnel tingled pleasantly. She lowered her warm body onto the bed, cooling it just enough to make the anticipation grow. She let go of the weight of her body to feel its lightness. Turned onto her back, then onto her stomach, letting the pads wander and explore, letting the strings strain one after the other. The heart yearned, chased and gasped for air and acceptance. The heat was smouldering and ignited the eruption of a volcano. The body was engulfed by wild waves and enveloped in majesty.",Prose
"Real estates in Styria Renovated two-bedroom apartment in Zreče for sale <p/> REAL ESTATE FOR SALE <p/> This pleasant and recently renovated two-bedroom apartment in Zreče is a great opportunity for a family who wants to live in harmony with nature, but at the same time have all the infrastructure of a small town at their fingertips. Zreče is also a paradise if you appreciate the healing power of thermal water. <p/> Do you enjoy furnishing and decorating your home? Great. The apartment is sold unfurnished. <p/> Everything you will see in the photos below was... <p/> ... just an idea. <p/> I'm sure you have lots of ideas about how to decorate your new apartment. And I'm sure you'll have a few more as you look at the pictures. <p/> When the current owner bought the flat, it was not in the best condition. It was in need of a complete renovation. Two years ago, with creative ideas, a willingness to work and a lot of money, it was transformed from an ugly duckling into a beautiful swan.... <p/> A view into the colourful and bright living room. <p/> The 17 square metre living kitchen is spacious and bright (you spend all day in it, by the way). It faces west and has access to the balcony, which is nice and useful at the same time -- you can ventilate the kitchen very quickly. <p/> Having your first coffee in the morning on the balcony, overlooking nature waking up, is an invigorating experience. <p/> From the kitchen, a door leads to the living room, where you can create another spacious bedroom. <p/> From the central corridor there is an entrance to the east-facing bedroom. <p/> You will certainly enjoy the separate toilet and bathroom. <p/> The apartment has had all the plumbing replaced, the walls patched and repointed, laminate flooring laid and brand new fittings fitted. The apartment has been given a new makeover, while retaining its functional layout. The owner would love to move it to the Ljubljana area, where she is moving to, but unfortunately this is not possible. <p/> The two-bedroom apartment is therefore waiting for a new owner who will breathe his own ideas and plans into it and furnish it as he wishes. <p/> If you want to be happy for life,... <p/> ... have a garden, says the Chinese proverb. If the old Eastern sages are right, then you can't go wrong with this apartment. From your balcony, you can admire a garden that can be used for growing garden flowers as well as home-grown vegetables. The gardens also have a tap for watering on hot summer days. <p/> In the basement, you also have a spacious (just over 7 square metres) cellar where you can store everything that won't go into the apartment. <p/> A great base for sports and recreation... <p/> Zreče, a small town in the Savinja Valley, is ideal for those who love nature but want to have all the city's infrastructure at their fingertips (and toes). Just a five-minute walk from your apartment, you'll find a shop, post office, pharmacy, kindergarten and the Zreče Primary School. If you turn on your heel in the opposite direction, you can quickly breathe the fresh air in the nearby forests or relax your mind while walking in the nearby hills. <p/> ... and a paradise for relaxation in the thermal pools of the Zreče thermal spas <p/> The first association with Zreče is tourism, as it is a thermal centre and nearby Rogla is a ski resort with a long tradition. <p/> The Zreče Spa offers a rich wellness programme, including saunas, a fitness centre, a gym and various health therapies. You're sure to enjoy an afternoon swim in one of the spa's eight swimming pools, or perhaps pamper yourself with a Thai massage. <p/> Rogla is the place to be for all those who love the snowy slopes - skiers, tobogganers and boarders, for whom a special slope has been prepared. With its sports stadium for fitness training, Rogla is also well known to local and foreign athletes. <p/> When ideas come to life... <p/> Every beginning is difficult, but when we look back on it after a while, we realise that those were actually the best times. What started out as dreams, ideas and plans evolve, take shape and finally become reality. <p/> Perhaps this apartment is a beautiful opportunity to live a new life. When you see it, you'll know. Call 01 421 22 22 or 051 666 444 and talk to Stank Štupica.",Promotion
"Price of a Canon i990 print <p/> Now we've finally got the red cartridge and we're taking the sustainability test. We printed our test photo endlessly with the best glossy paper settings, changing individual colour cartridges as they ran out. First we had to replace the light blue, then the light purple, then in turn the yellow, purple, black, light blue and finally the red. It turns out that the printer only uses 3.8% of the red dye when printing our photo (which contains quite a lot of red). <p/> A test document to measure the cost of printing a photo. <p/> It is also interesting to note that the printer is a little more economical with dye than its predecessor, the i965, or rather the colour layers it loads are thinner. Therefore, the price of a photo print with the i990 is 74 tolars, while the same photo print with the i965 costs 84 tolars. <p/> Comparison of the consumption of the individual ink cartridges used to print our test photo. <p/> When we tested the printer, we complained that the photos produced were too pink. We have now repeated the test with the latest firmware and drivers (everything was still in the testing phase in March) and found that the results are much better, although still a little too pink. <p/> Taking the above and summarising what we have already written about this printer, the i990 is the best and fastest photo printer on the market today.",Review
"Published: 28 Sep 2009 17:52 Message title: Re: HOW MANY MILES HAVE YOU TRAVELED THIS YEAR <p/> A railwayman wrote: <p/> How many kilometres have you travelled this year,even though the season is not over yet....!?? <p/> up to August 2000.Since then, only a little trekking.Yes, those are the days?????when I couldn't get off the bike.I hope that the women will bring you to the finish line, but it will be too tense..(foreigners can go if they let me)....They hope it will be a good one.... <p/> ge san odpelo 5800.... but I would have done even more if the shower hadn't fucked me.....kelko si pa odpelo tij cuk majster ??? _________________ STANKO <p/> Damir yours is coming ??? my daughter-in-law is going to go....ka je lani cuk majster šlataro pa neven ka se nie se pracować se njov.... _________________ STANKO <p/> Despite my two-month sickness due to a fall I managed to get 4600 km so far, but the season is not over yet.I reckon somewhere a little over 5000km. Anyway, kilometres are not a measure,if you have a lot of climbs,where you may have achieved more than with kilometres on the flat. <p/>Honour to you or to Katančeva, hats off to you-for so many kilometres.I hope that next year I will do better and collect more kilometres.(depends a lot on how much we will ride together-maybe for next year we will do a 2-3 day trip ?well yes, for this year too, but it all fell through so.....)Stanko if we will go to the picnic de moja gvušno z menof(well, don't be too happy for my arrival -ka probably won't have to do me...). <p/> but change Damir and you'll be able to come.... _________________ STANKO",Forum
"News <p/> Digital Strategy <p/> 4 October 2018 <p/> Digital Strategy <p/> 22 November 2018 from 13:00 - 15:15, GZS, Business Oasis <p/> This interactive seminar is aimed at CEOs, directors, board members, business development managers, heads of business departments, digital business and digital business transformation managers, and all those involved in the development of business and digital strategies. <p/> Programme: <p/> What is/is not strategy <p/> Classic and new models of strategy formulation and the connected environment <p/> Elements of translating strategy into business as usual: business model, programmes, processes, culture, organisational capabilities <p/> Challenges of delivering strategy <p/> 13.45 - 14:30 <p/> Digital Strategy <p/> Characteristics of the digital environment and what they mean for the design of (digital) strategies <p/> On the way to monitoring the implementation of digital strategy (Takeaways) <p/> Q&A <p/> Interactive discussion <p/> The whole interactive seminar will be conducted by Aleš Štempihar, President of IIBA Slovenia Chapter. <p/> Why attend? <p/> (digital) strategy tells HOW to move from the current business state of our organisation to the desired new (digital) business state. Digital strategy will be considered solely from a business perspective and digital technology will only be included at the highest level in terms of capability, alignment and relevance to the business strategy. After the seminar, you will be able to start working on your digital strategy or, if you work with external experts, you will know what to ask of them. You will also be set on the path to designing and delivering your digital strategy, with reminders of its fundamental challenges and guidance on how to manage them. <p/> What will you learn at the event? <p/> You will learn why it is necessary to engage in digital strategy in the first place, how to understand it properly, how to go about preparing it, how to implement it and how to monitor it. How digital strategy is linked to business strategy, digital business and digital transformation. Where digital strategy should be located and what are its key elements. A strategy without successful translation into business practice is just a picture of an unrealised better future, and the same applies to a digital strategy. <p/> The deadline for any cancellations is at least 3 days before the event. In case of late cancellation or if you do not cancel, you will be charged an administration fee of 50 EUR + VAT. The training includes lectures, practical presentations and explanations, electronic materials, refreshments during breaks and parking. You can cancel by sending an email to marusa.boh@gzs.si.",Promotion
"Advanced Russian B1 / I <p/> Upgrade your Russian - relaxed and stress-free! <p/> Would you like to continue learning Russian? Would you like to use Russian as actively as possible in your work? Have you noticed that you are running out of Russian words? We invite you to join us on our Russian advanced courses, where you will have an exciting continuation of your journey into the world of Russian. <p/> Our lecturers will make sure that you gain as much knowledge of modern Russian as possible and build on it successfully on this exciting journey. In an interesting way and without unnecessary grammar! <p/> Who is the advanced Russian course for? It is for all of you who have already completed the Russian A2/II course at the Russian Express Centre and want to continue learning Russian: actively and in a relaxed way. <p/> How does the Russian course work? We will meet in groups of 6-8 students. The course will be taught by experienced Russian lecturers who will make sure that you gain knowledge of Russian, improve it in a relaxed way and stay in active contact with the modern Russian language. <p/> We will continue learning Russian, writing, reading and above all speaking in Russian. Together we will discuss Russian culture, customs, cuisine, browse through Russian fashion and business magazines, newspapers. You will learn how to find information on the Russian internet, which are the biggest Russian search engines... and much more. <p/> Your additional benefits of attending the course: - You will acquire and improve your knowledge of a world language - You will consolidate your Russian language skills in an interesting and effective way - You will learn the correct pronunciation and spelling - You will gain a competitive advantage over other employees - Communicating in Russian will now be more relaxed and active <p/> Make sure your Russian language skills are active and up-to-date! We believe that with the help of our teachers you can achieve the enviable results you need in your work in the shortest possible time. <p/> Gallery - Russian language courses at Russian Express",Promotion
"VINKA PADERŠIČA PLANINSKI HOUSE AT GOSPODIČNA - GORJANCI The ski resort is near Ratež, in the village of Male Brusnice, by the road. The ski resort is small and ski tickets are cheap. There is one ski lift. OPEN HOURS:every day from 16:00 to 20:00. Saturday and Sunday 9am to 8pm. Night skiing possible.",Information/Explanation
"Celebrities would almost be expected to be perfect in their well-groomed appearances on red carpets, at parties or in their everyday lives, surrounded by expensive wardrobes, jewellery and accessories, and their bodies extremely well-groomed. But it doesn't have to be, sometimes only a close analysis of a photo or a sharp eye can reveal their flaws - some of them hide them quite well, but there are many who obviously don't care. Feet certainly tell a lot about people's habits and personal hygiene, something that the following famous faces are probably not aware of: <p/> It's true that Naomi Campbell is one of the most successful models of all time, but that title has taken its toll - her feet look deformed. <p/> source: www.hollyscoop.com <p/> source: www.hollyscoop.com <p/> Iman is absolutely beautiful, but the sandals are too small for any feet. <p/> source: www.hollyscoop.com <p/> Even though Holly Madison is a former Playboy bunny and ex-girlfriend of Hugh Hefner, she could do a lot better with her feet. <p/> source: www.hollyscoop.com <p/> Some people just don't have nature's way with every part of their body, so Jennifer Garner's slightly odd toes are not her fault. <p/> source: www.hollyscoop.com <p/> Christina Hendricks didn't follow the rules this time - no matter how much you like your shoes, you shouldn't choose them if your foot is too big, or in this case, especially too wide for them. <p/> source: www.hollyscoop.com <p/> Sarah Jessica Parker's effortless prancing around the streets of New York in heels as Carrie Bradshaw clearly had its drawbacks. <p/> source: www.hollyscoop.com <p/> As with Naomi, Kate Moss' feet have walked countless catwalks. <p/> source: www.hollyscoop.com <p/> Kim Kardashian refused to give up her high heels even when she was heavily pregnant, and the result was a defeat. <p/> source: www.hollyscoop.com <p/> Britney Spears clearly hurt herself in this case, but she could have done with at least a hint of special, opaque make-up.",Opinion/Argumentation
"Be careful what you tweet, NUK is watching! <p/> Following the example of foreign countries, Slovenia will start storing tweets and certain Facebook profiles in April. The National and University Library will also expand its archive of Slovenian websites to include all sites with the domain. si. <p/> Guest of Odbite is Janko Klasinc, librarian and web archivist at NUK. <p/> ""When the Library of Congress in the US started archiving, I remember people's reactions that it was total nonsense, why archive a few words about who eats what for breakfast. But it is important, in order to preserve the written heritage, that we also preserve things like that, not only the big, important, websites, but also social networks. ""Slovenia has chosen this way of preserving the web, following the example of foreign countries, and there are now more than 40 of them. To archive the entire Slovenian web is, of course, the wish of the archivists at NUK, but it is not yet realistic. The biggest problem is selection, but they can do a lot if they archive all the pages with the registered domain. si. <p/> To capture, i.e. save, web pages, the NUK team is assisted by a robot called Heritrix, which captures all the content within a web page on a specific domain. The robot works in a similar way to the robots used by web browsers to index the web, such as Google, explained Janko Klasinc. <p/> But the most attention was drawn to NUK's news about storing tweets. It will work in a similar way to saving web pages. Don't worry, the archiving of tweets will be time-limited, i.e. the more important tweets will be saved over a certain period of time. Concerns about archiving tweets, Facebook statuses and web pages are redundant, Janko Klasinc points out.",News
"The End of the Simpsons? <p/> New York, 11.10.2004, 20:00 | R.V. <p/> The creator of the Simpsons TV series plans to withdraw the series before it becomes boring. <p/>Mat Groening said it is getting harder and harder to write new stories about Bart, Homer, Marge and Lisa. For the time being, he has signed contracts with the actors who lend their voices for a nineteenth series, to be shown in 2008. <p/> He has decided that he will then, in all likelihood, finish with The Simpsons in 2009. <p/> Groening says he would like to get to 365 episodes a year, which means he would have to come up with a new story every day. Future episodes will focus on some peripheral characters, such as Bart's friend Milhouse and other residents of Springfield.",News
"Gorenje tired with Ormož players, Celjani got points in Ormož, Cimos beat Izola <p/> In the 18th round of the 1st NLB Leasing League for men, Cimos beat Izolani 29:19 in a seaside derby in front of their home crowd. Celjani got new points in Ormož (31:29), while Gorenje had a tough time against Ribnic (28:27).",News
"* Take the above card and put it on the pile. Fun minutes or even seconds are on the line when you have to find the right word as quickly as possible and pass the TIK TAK BUUM to the next player. The player who has the TIK TAK BUUM in his hand and when it explodes has lost the game round. Since he has lost, he must take a face-up card as a penalty. <p/> This is followed by three procedures: roll the dice, trigger the TIK TAM BUUM and raise the top card. This starts a new round. When someone turns over the 13th card, the game is over. The player with the fewest cards is the winner.",Instruction
"Confetti <p/> Small decorative elements for versatile creation and decoration. Sprinkle confetti on a surface for table decoration, fill balloons with it, use it for paper crafting, scrapbooking, ornament making and much more! <p/> The flower-shaped confetti has a hole in the centre so you can string it on thread or thin string.",Promotion
